(737,  994.00) 
(738,  994.86) 
(739,  995.71) 
(740,  996.57) 
(741,  997.43) 
(742,  998.29) 
(743,  999.14) 
(744,  1000.00) 
(745,  998.44) 
(746,  997.67) 
(747,  996.89) 
(748,  996.11) 
(749,  995.33) 
(750,  994.56) 
(751,  993.78) 
(752,  993.00) 
(753,  992.22) 
(754,  991.44) 
(755,  990.67) 
(756,  989.89) 
(757,  989.11) 
(758,  988.33) 
(759,  987.56) 
(760,  986.78) 
(761,  986.00) 
(762,  985.22) 
(762,  986.00) 
(763,  983.82) 
(764,  981.64) 
(765,  979.45) 
(766,  977.27) 
(767,  975.09) 
(768,  972.91) 
(769,  970.73) 
(770,  968.55) 
(771,  966.36) 
(772,  964.18) 
(773,  962.00) 
(774,  959.82) 
(775,  957.64) 
(776,  955.45) 
(777,  953.27) 
(778,  951.09) 
(779,  948.91) 
(780,  946.73) 
(781,  944.55) 
(782,  942.36) 
(783,  940.18) 
(784,  938.00) 
(784,  938.00) 
(785,  935.08) 
(786,  932.15) 
(787,  929.23) 
(788,  926.31) 
(789,  923.38) 
(790,  920.46) 
(791,  917.54) 
(792,  914.62) 
(793,  911.69) 
(794,  908.77) 
(795,  905.85) 
(796,  902.92) 
(797,  900.00) 
(798,  897.08) 
(799,  894.15) 
(800,  891.23) 
(801,  888.31) 
(802,  885.38) 
(803,  882.46) 
(804,  879.54) 
(805,  876.62) 
(806,  873.69) 
(807,  870.77) 
(808,  867.85) 
(809,  864.92) 
(810,  862.00) 
(810,  862.00) 
(811,  858.27) 
(812,  854.53) 
(813,  850.80) 
(814,  847.07) 
(815,  843.33) 
(816,  839.60) 
(817,  835.87) 
(818,  832.13) 
(819,  828.40) 
(820,  824.67) 
(821,  820.93) 
(822,  817.20) 
(823,  813.47) 
(824,  809.73) 
(825,  806.00) 
(826,  802.27) 
(827,  798.53) 
(828,  794.80) 
(829,  791.07) 
(830,  787.33) 
(831,  783.60) 
(832,  779.87) 
(833,  776.13) 
(834,  772.40) 
